ID,cellline,tissue,drug,security,drug_plate_id,T0_plate_id,drug_group_id,background_od1,background_od2,od0.1,od0.2,od0.3,od1.1,od1.2,od1.3,od2.1,od2.2,od2.3,od3.1,od3.2,od3.3,od4.1,od4.2,od4.3,od5.1,od5.2,od5.3,od6.1,od6.2,od6.3,od7.1,od7.2,od7.3,od8.1,od8.2,od8.3,od9.1,od9.2,od9.3,T0_background_od1,T0_background_od2,T0_median_od
8505,MCF12A,breast,TPT(FD),public,7415,7491,78,54,119,3274,3744,3718,3652,3363,3160,3162,3245,2980,2763,3092,2915,2490,2512,2549,2136,2135,2090,1285,1222,1229,193,138,202,115,124,139,113,140,110,52,117,2199
8506,MDAMB361,breast,CPT-11(FD),public,7420,7505,78,127,167,8723,8573,8881,9057,8986,8194,8567,8839,8279,9460,9247,8690,8350,8506,8810,8972,8631,9047,9086,8432,8206,8451,8413,8009,7360,7061,6756,6135,5677,5653,63,109,3860
8507,MDAMB361,breast,Doxorubicin(FD),public,7420,7505,78,127,167,8723,8573,8881,8795,8622,8128,8910,8613,9353,9325,9016,8405,8466,9013,8870,7724,8604,8571,4457,4035,3386,2062,2034,2437,2395,2393,2325,186,220,169,63,109,3860
8508,MDAMB361,breast,TPT(FD),public,7420,7505,78,127,167,8723,8573,8881,8432,8604,8705,8659,8333,7957,8510,9271,9561,6789,6712,7198,7252,6915,7392,6701,7041,6095,5350,5243,5399,2389,2555,2281,1654,1464,1521,63,109,3860
8512,SUM1315MO2,breast,CPT-11(FD),public,7425,7529,78,89,144,6968,6586,6290,6674,6353,6690,6375,6587,6634,6080,6455,6102,6117,6331,6623,6829,6197,6658,6336,5977,6000,4900,5186,4907,3601,3784,3678,2489,2167,2248,62,129,3927.5
8513,SUM1315MO2,breast,Doxorubicin(FD),public,7425,7529,78,89,144,6968,6586,6290,6153,6465,5976,6266,6573,6526,6072,6599,6330,6008,6020,6193,4584,4923,4307,3664,3511,3206,301,363,327,340,339,321,285,280,343,62,129,3927.5
8514,SUM1315MO2,breast,TPT(FD),public,7425,7529,78,89,144,6968,6586,6290,6495,6189,6771,5973,6412,5113,5013,5322,5274,4354,4821,4489,3434,3394,3552,2701,5213,2439,1897,2086,1867,1087,1030,929,974,775,768,62,129,3927.5
8515,SUM229PE,breast,CPT-11(FD),public,7426,7536,78,80,136,5611,5216,4802,6480,5864,5184,5202,6189,5135,5994,5737,3071,5966,5260,5882,4523,6198,5428,4649,5336,5430,5430,4148,4684,1993,1985,2667,375,410,321,49,127,2359
8516,SUM229PE,breast,Doxorubicin(FD),public,7426,7536,78,80,136,5611,5216,4802,5055,5279,5140,4892,5978,5434,5376,4950,5468,6242,5215,5074,5012,4155,3948,1688,1579,1004,1571,1361,1325,1431,1415,1334,1247,1097,1144,49,127,2359
8517,SUM229PE,breast,TPT(FD),public,7426,7536,78,80,136,5611,5216,4802,5263,5603,5079,4547,5594,3273,4872,5721,5857,3765,3818,4392,2135,2032,2402,686,721,551,1429,1311,1710,1523,1497,1099,1432,1730,1393,49,127,2359
8518,SUM44PE,breast,CPT-11(FD),public,7427,7538,78,56,103,2509,2871,2641,2702,2164,2711,3022,3246,2788,2371,2200,2086,2439,2043,3169,2333,1971,2602,1829,2192,2886,2623,1837,2779,1549,2029,3536,797,816,1667,54,117,1501.5
8519,SUM44PE,breast,Doxorubicin(FD),public,7427,7538,78,56,103,2509,2871,2641,2232,2048,3019,2068,3019,3140,2273,2877,2935,2393,2220,3127,1749,1549,3096,1796,1649,839,880,627,776,785,661,853,77,58,65,54,117,1501.5
8520,SUM44PE,breast,TPT(FD),public,7427,7538,78,56,103,2509,2871,2641,3072,2482,2496,2756,4534,1985,2682,1893,3199,2286,3134,3316,2587,1714,3102,1753,1218,985,600,509,1029,847,856,606,1351,729,1437,54,117,1501.5
8521,SUM52PE,breast,CPT-11(FD),public,7428,7540,78,70,118,4329,3765,3734,4081,3972,4113,4279,5255,4147,3659,3569,2635,3365,4349,4595,4017,3680,5041,3622,3465,3348,2388,2375,2408,1091,1036,973,305,306,330,46,83,2053.5
8522,SUM52PE,breast,Doxorubicin(FD),public,7428,7540,78,70,118,4329,3765,3734,3847,4008,3988,3862,5263,4258,3754,4238,4047,3453,4143,4216,2772,2597,2520,515,508,395,656,617,566,692,667,602,82,81,95,46,83,2053.5
8523,SUM52PE,breast,TPT(FD),public,7428,7540,78,70,118,4329,3765,3734,3973,4186,4276,3497,4182,2517,3119,2998,3372,2230,2059,2156,1093,986,919,475,505,419,577,623,676,738,747,484,664,629,639,46,83,2053.5
8671,184A1,breast,Fascaplysin,public,5915,5894,84,74,104,5439,4574,4744,5493,4643,5717,4666,5710,4723,5001,4872,5221,4868,4779,5337,4799,4784,5203,4204,4243,4303,391,296,671,110,101,79,101,127,67,60,127,1697.5
8672,184A1,breast,Methotrexate,public,5915,5894,84,74,104,5439,4574,4744,4782,4800,5384,4268,4906,4599,4778,4600,5313,1238,1243,1105,960,918,913,893,938,937,874,1002,973,1038,1035,928,1139,1011,1039,60,127,1697.5
8673,184A1,breast,Sorafenib,public,5915,5894,84,74,104,5439,4574,4744,5122,4239,4733,4845,5610,5052,4879,4905,4861,5298,4809,5103,4599,3151,4866,1991,2080,2124,1350,593,562,449,404,2231,366,503,521,60,127,1697.5
8674,184B5,breast,Fascaplysin,public,5940,5896,84,104,162,7411,7556,7578,7469,7540,7357,7377,7469,7126,7377,7866,7308,7214,7172,7836,7772,7646,7432,4063,3977,4570,248,274,281,193,192,103,134,195,94,50,99,2648.5
8675,184B5,breast,Methotrexate,public,5940,5896,84,104,162,7411,7556,7578,8053,7344,7310,7365,7017,7188,5928,6487,5592,1125,1205,1090,1052,916,1026,1077,1095,1108,1080,1112,723,1091,1113,1128,1193,1220,1192,50,99,2648.5
8676,184B5,breast,Sorafenib,public,5940,5896,84,104,162,7411,7556,7578,7312,7615,6836,7765,7709,7096,8552,8623,7953,8863,8522,8580,8214,7497,7531,3105,3164,3730,755,386,3908,341,484,3576,306,281,276,50,99,2648.5
8677,600MPE,breast,Fascaplysin,public,5975,5899,84,76,126,5517,4829,4763,5046,4905,4872,5106,4934,4574,5047,5382,4789,5321,4584,4833,5457,5178,4468,4501,4021,4311,147,162,127,154,145,108,143,154,113,56,120,2367.5
8678,600MPE,breast,Methotrexate,public,5975,5899,84,76,126,5517,4829,4763,4992,5152,4611,5433,4769,4429,5156,4995,4183,5845,5323,4726,4541,5055,4487,4319,4754,4397,4786,4692,4424,4905,4216,4340,4305,4649,4028,56,120,2367.5
8679,600MPE,breast,Sorafenib,public,5975,5899,84,76,126,5517,4829,4763,5141,5175,4590,5018,4889,4748,5021,4829,5140,4925,4937,4409,4772,5333,4896,4412,4434,4906,4385,4360,1772,228,165,4532,165,1152,4484,56,120,2367.5
8680,AU565,breast,Fascaplysin,public,5993,5901,84,73,122,4187,3877,4090,4175,4147,4303,3994,4317,3819,4020,4121,4066,4085,3609,4391,2823,3085,3099,1122,1031,949,182,203,198,141,118,78,112,108,80,35,81,1241.5
8681,AU565,breast,Methotrexate,public,5993,5901,84,73,122,4187,3877,4090,4067,4203,4345,3786,4328,4389,3212,3679,3262,3123,2921,3113,2478,2700,2835,2763,3119,2975,3123,3016,2959,2925,2542,2867,2614,2784,2796,35,81,1241.5
8682,AU565,breast,Sorafenib,public,5993,5901,84,73,122,4187,3877,4090,3923,4137,3910,4268,4221,3959,3936,3916,3805,4352,3849,3946,4167,4245,3991,3908,4381,4135,3076,4367,3910,3856,979,3833,852,1012,4065,35,81,1241.5
8683,BT20,breast,Fascaplysin,public,6020,5902,84,76,83,5067,4506,4557,5169,4275,5425,4701,5040,4020,4409,4446,5735,4637,4165,5614,4250,4350,4507,4672,3171,3015,179,201,201,159,142,92,135,123,115,45,88,1879
8684,BT20,breast,Methotrexate,public,6020,5902,84,76,83,5067,4506,4557,6121,4277,5523,4042,4601,5229,4305,4263,4607,4287,4296,5262,6009,4322,4454,4834,5683,5547,4665,5814,5479,4539,4900,5824,4613,4582,4883,45,88,1879
8685,BT20,breast,Sorafenib,public,6020,5902,84,76,83,5067,4506,4557,4381,4437,3923,4536,5553,4290,4466,4771,4129,4617,4337,4614,6387,6257,4724,4472,4030,5407,1870,2394,5416,345,351,4202,256,1219,5822,45,88,1879
8686,BT20,breast,Fascaplysin,public,6023,5903,84,75,136,4492,4476,4156,4679,4524,4175,4315,4509,4008,4305,4551,3899,4627,4509,4471,4340,4531,3831,3942,3735,3249,196,200,144,147,142,97,135,132,110,56,162,1956
8687,BT20,breast,Methotrexate,public,6023,5903,84,75,136,4492,4476,4156,4358,4088,3834,4215,4545,4395,4075,4581,3919,4310,4212,4537,4319,4410,3954,4175,4554,4561,4187,4537,4794,4697,4258,4248,4435,5018,4010,56,162,1956
8688,BT20,breast,Sorafenib,public,6023,5903,84,75,136,4492,4476,4156,4363,4059,3728,4322,4486,3951,4733,4129,4168,4714,4328,3976,4466,4629,4028,4510,4520,4282,4609,4005,4062,1019,552,957,988,649,1581,56,162,1956
8689,BT474,breast,Fascaplysin,public,6049,5906,84,90,146,5956,5360,5673,5437,5789,5587,5899,5972,5715,5806,5793,6154,5660,5736,6164,5562,5585,5415,4715,4537,4534,197,242,196,188,212,108,161,179,131,66,118,3892
8690,BT474,breast,Methotrexate,public,6049,5906,84,90,146,5956,5360,5673,5850,6154,5528,5934,6014,5700,5601,5720,5908,5518,5628,5735,5902,6121,5627,5623,5959,5696,6068,6196,6160,5589,5805,6172,5485,5367,5019,66,118,3892
8691,BT474,breast,Sorafenib,public,6049,5906,84,90,146,5956,5360,5673,5787,5911,5727,5926,6283,5457,6075,5983,5489,5787,5719,5505,6194,6236,5474,6267,5591,6194,5557,6115,6334,198,5550,5663,593,154,6400,66,118,3892
8692,BT483,breast,Fascaplysin,public,6067,5908,84,104,160,7505,7422,7093,7720,6950,6836,7075,7215,6649,7128,7628,6959,7653,7191,7109,6298,7429,6187,351,399,377,241,255,251,247,286,181,165,202,171,92,180,5278
8693,BT483,breast,Methotrexate,public,6067,5908,84,104,160,7505,7422,7093,6684,7914,6374,7154,6829,7304,7189,7594,6387,7270,7031,7324,6702,6813,5910,6185,6818,6812,6954,6221,6690,6194,6403,6688,6279,6705,5777,92,180,5278
8694,BT483,breast,Sorafenib,public,6067,5908,84,104,160,7505,7422,7093,6819,6803,6719,7263,7031,6880,7587,7319,6492,7628,6933,6187,7071,7075,6354,7197,6705,7096,6853,4366,4060,1966,4384,6965,3041,611,3432,92,180,5278
8695,BT549,breast,Fascaplysin,public,6083,5910,84,57,106,2192,2115,1958,2094,2252,2202,2139,2438,2109,2040,2040,2400,2042,2254,2450,2122,2106,2000,1927,1870,1696,65,172,102,88,93,64,73,76,61,26,83,287
8696,BT549,breast,Methotrexate,public,6083,5910,84,57,106,2192,2115,1958,2246,2185,2101,2000,2301,2020,2210,2378,1874,2101,2180,2417,2298,2179,2183,2020,2207,2174,2375,2064,2289,1876,1949,1873,1843,2104,1769,26,83,287
8697,BT549,breast,Sorafenib,public,6083,5910,84,57,106,2192,2115,1958,2140,2168,1975,2395,2326,2099,2245,2158,2285,2255,2644,2282,2619,2463,2422,2383,2171,2252,2207,2440,2264,429,189,2354,1095,481,1452,26,83,287
8698,CAMA1,breast,Fascaplysin,public,6098,5911,84,115,161,7750,7768,7478,7898,7773,7481,7653,7550,7388,8123,7737,7297,7368,7663,7600,7243,7264,7208,5950,5628,5049,166,203,186,209,223,122,198,206,144,66,125,3791.5
8699,CAMA1,breast,Methotrexate,public,6098,5911,84,115,161,7750,7768,7478,7646,7586,7349,7640,7244,7396,7135,7455,6802,6149,5888,5174,5609,5913,5607,5610,5690,5875,5571,5145,5702,5497,5293,5383,5153,5390,5238,66,125,3791.5
8700,CAMA1,breast,Sorafenib,public,6098,5911,84,115,161,7750,7768,7478,7797,7378,7288,7537,7974,7423,8016,7302,7438,7938,7758,7604,7345,7271,7127,6802,7880,6844,4314,4224,2729,286,254,2420,227,181,1987,66,125,3791.5
8701,CAMA1,breast,Fascaplysin,public,6104,5912,84,88,140,8125,7193,7055,8601,7414,6937,7640,8243,6770,7377,7852,7067,7853,6977,8280,7512,7485,6403,5548,5495,5092,182,194,173,215,196,129,171,209,146,59,124,3525.5
8702,CAMA1,breast,Methotrexate,public,6104,5912,84,88,140,8125,7193,7055,7921,7576,6825,7114,7416,7370,6950,7238,6492,4985,4757,5149,4833,6617,6456,4711,5484,4626,5354,4639,5223,4322,4635,4603,4418,5011,5761,59,124,3525.5
8703,CAMA1,breast,Sorafenib,public,6104,5912,84,88,140,8125,7193,7055,6790,7236,6904,7436,7653,6715,7660,7672,6273,7990,6992,6561,7702,7514,6712,6975,6510,7192,7436,7447,7128,519,5229,6756,2829,231,7853,59,124,3525.5
8704,HBL100,breast,Fascaplysin,public,6116,7429,84,80,142,6119,6187,6028,6225,6307,5736,6427,6763,6258,5930,6309,6100,5865,5891,6769,6155,6351,5916,5663,5393,5726,314,271,281,172,186,143,148,190,135,47,113,1340.5
8705,HBL100,breast,Methotrexate,public,6116,7429,84,80,142,6119,6187,6028,7142,5904,5816,6227,6093,5536,6644,6091,6022,5705,5849,5489,3916,4082,5444,4260,4561,5475,5674,4571,4978,3884,3705,4996,4423,5273,5022,47,113,1340.5
8706,HBL100,breast,Sorafenib,public,6116,7429,84,80,142,6119,6187,6028,6226,6250,5876,6410,6332,6380,6407,6018,5918,6104,6184,6071,6085,5884,5670,6181,5895,5401,4883,3753,3749,212,197,148,164,139,157,47,113,1340.5
8707,HCC1187,breast,Fascaplysin,public,6150,7433,84,74,123,4840,4723,5049,4699,4685,5120,4548,5440,4623,5009,4723,4930,4423,3837,4905,2038,359,2251,139,133,121,120,152,125,171,150,118,96,119,98,56,106,2419.5
8708,HCC1187,breast,Methotrexate,public,6150,7433,84,74,123,4840,4723,5049,4727,4729,5081,5204,5133,4841,3141,3382,3394,2534,2933,3010,2741,2462,3042,2541,2985,2991,2658,3117,3181,3050,2694,2858,2330,2811,2999,56,106,2419.5
8709,HCC1187,breast,Sorafenib,public,6150,7433,84,74,123,4840,4723,5049,4982,5133,4902,5457,5348,4724,5013,4728,4767,4962,4565,4950,5328,5487,5338,4318,4346,4484,4003,3164,3026,166,130,4218,105,99,119,56,106,2419.5
8710,HCC1187,breast,Fascaplysin,public,6153,7432,84,66,128,3463,2871,3231,3470,3495,3874,3447,3480,3301,3188,3402,3017,2338,1989,3063,329,417,587,126,113,92,108,114,110,139,122,97,89,83,74,52,130,1801.5
8711,HCC1187,breast,Methotrexate,public,6153,7432,84,66,128,3463,2871,3231,3669,3449,3604,3295,3414,3532,2980,3351,3400,2725,2923,3126,3122,2738,3061,2930,3184,3439,3177,2865,2921,2887,2841,2969,3017,3068,2980,52,130,1801.5
8712,HCC1187,breast,Sorafenib,public,6153,7432,84,66,128,3463,2871,3231,3507,3231,3603,3388,3518,3469,3371,3661,3389,3343,3486,3840,3915,3499,3984,3294,3423,3462,2760,1500,1877,105,622,2209,1011,84,316,52,130,1801.5
8713,HCC1395,breast,Fascaplysin,public,6168,7435,84,49,113,2125,2023,2142,2241,1914,2122,2002,2129,1793,1908,2052,2222,2132,1868,2264,1981,2023,2067,1775,1681,1598,145,205,238,83,63,49,74,73,55,35,62,1155.5
8714,HCC1395,breast,Methotrexate,public,6168,7435,84,49,113,2125,2023,2142,2250,2136,2016,1957,2022,2159,1905,1997,2018,2106,1901,2012,2020,2085,2119,1938,2095,2117,2009,2079,2049,2090,2110,2065,2125,2073,2068,35,62,1155.5
8715,HCC1395,breast,Sorafenib,public,6168,7435,84,49,113,2125,2023,2142,1996,2085,2010,2083,2070,1771,1996,2187,1759,2269,1899,2068,2171,2457,2235,2078,2020,2293,1577,1977,2078,125,116,1926,70,1935,2444,35,62,1155.5
8716,HCC1419,breast,Fascaplysin,public,6203,7437,84,106,170,7765,8042,7394,7695,7547,8181,8110,7664,7866,6777,8267,7519,7091,7315,7711,7727,6921,7541,7439,6300,6629,907,1583,2560,241,265,196,204,223,188,86,141,5734.5
8717,HCC1419,breast,Methotrexate,public,6203,7437,84,106,170,7765,8042,7394,7763,7218,7884,7858,7141,7173,7602,7957,7495,7221,7760,7400,7315,6471,7451,7676,7184,6920,7012,7076,7089,7110,7352,6439,7099,6350,7403,86,141,5734.5
8718,HCC1419,breast,Sorafenib,public,6203,7437,84,106,170,7765,8042,7394,7624,7785,7280,7571,7813,7465,7636,7891,6994,7167,7671,7698,7111,7714,8089,7329,7499,7807,7137,6690,7026,8151,7371,7536,7484,183,7741,86,141,5734.5
8719,HCC1419,breast,Fascaplysin,public,6213,7440,84,107,155,6792,6957,7704,6961,6949,6939,6625,6577,6356,6855,7185,7438,7151,7168,6528,7006,7513,6749,6969,6539,6002,333,789,507,262,233,169,210,223,175,96,153,5898
8720,HCC1419,breast,Methotrexate,public,6213,7440,84,107,155,6792,6957,7704,7235,7069,6772,7218,6442,6676,6825,6928,6783,6419,6397,6257,6099,6510,6077,5968,6392,6258,6458,6373,6206,6262,6033,6658,5859,6225,5873,96,153,5898
8721,HCC1419,breast,Sorafenib,public,6213,7440,84,107,155,6792,6957,7704,6799,7148,6395,6964,6331,6149,6887,6775,6854,6915,6632,6621,6950,6855,6612,6748,6581,6558,5235,6663,6296,6449,2317,6612,3272,5186,6404,96,153,5898
8722,HCC1428,breast,Fascaplysin,public,6239,7444,84,75,115,4258,4238,4283,4297,4290,4025,4268,4459,4062,4225,4065,4103,3961,4057,4419,2209,2098,1935,155,171,140,140,153,123,167,179,130,117,125,109,49,102,2362.5
8723,HCC1428,breast,Methotrexate,public,6239,7444,84,75,115,4258,4238,4283,4493,3674,3812,4330,4679,4029,4238,3914,4376,4043,4044,3989,3555,3674,3402,3637,3965,3565,3547,3357,3652,3565,3292,3398,3688,3481,3369,49,102,2362.5
8724,HCC1428,breast,Sorafenib,public,6239,7444,84,75,115,4258,4238,4283,4402,4135,4400,3972,4402,4285,4032,3883,3970,3929,4355,4052,4449,4646,4001,4475,4603,4700,3794,3880,4257,253,1960,4066,4192,215,4823,49,102,2362.5
8725,HCC1428,breast,Fascaplysin,public,6261,7441,84,94,159,5642,5524,5310,5558,5430,5428,5622,5897,5522,5673,5481,5426,5511,5093,5983,4174,4363,3531,165,190,143,153,192,159,194,209,155,133,157,124,67,154,3101.5
8726,HCC1428,breast,Methotrexate,public,6261,7441,84,94,159,5642,5524,5310,5594,5190,5418,5333,5529,5708,5198,5750,5500,5261,5542,5541,5046,4819,5191,5380,5241,5422,5099,4944,5171,5153,5324,4930,5165,4905,5156,67,154,3101.5
8727,HCC1428,breast,Sorafenib,public,6261,7441,84,94,159,5642,5524,5310,5469,5271,5183,5323,5929,5720,5378,5454,5486,5482,5251,5460,5632,5662,5385,5227,4863,5378,5201,2783,5206,368,385,912,314,297,267,67,154,3101.5
8728,HCC1428,breast,Fascaplysin,public,6267,7443,84,72,151,5546,5203,5164,5358,5192,5113,5104,5199,4713,5183,5494,4963,4927,5120,5309,3703,3461,2861,178,155,145,154,168,133,181,205,129,142,158,126,54,116,2703.5
8729,HCC1428,breast,Methotrexate,public,6267,7443,84,72,151,5546,5203,5164,5507,4850,5117,5009,5347,4825,5345,5087,4611,4975,5080,5303,4592,4812,4571,4500,4954,4811,4975,5090,5086,4957,4884,4613,4969,4939,4840,54,116,2703.5
8730,HCC1428,breast,Sorafenib,public,6267,7443,84,72,151,5546,5203,5164,5194,5215,4794,5150,5342,4684,5501,5222,4759,4901,4954,4885,5501,5649,5428,5113,5568,6021,1460,1947,3648,442,650,3950,417,240,1751,54,116,2703.5
8734,HCC1569,breast,Fascaplysin,public,6300,7448,84,68,109,4271,4653,4584,4357,4524,4944,4412,4735,4425,4550,4699,4375,4436,4071,4953,4221,4277,5042,3975,3890,3545,406,366,986,133,157,92,117,126,108,37,90,687.5
8735,HCC1569,breast,Methotrexate,public,6300,7448,84,68,109,4271,4653,4584,4507,4221,4737,4393,4375,4568,4411,4628,5031,4053,4501,4381,4405,4064,4589,4075,4350,4538,4266,4230,4155,4230,4046,4236,4185,4279,4486,37,90,687.5
8736,HCC1569,breast,Sorafenib,public,6300,7448,84,68,109,4271,4653,4584,4448,4171,4180,4509,4643,4384,4551,4226,4241,4400,4201,4705,4398,4394,4741,4143,4281,4341,3417,1370,1360,167,159,3876,132,150,127,37,90,687.5
8737,HCC1569,breast,Fascaplysin,public,6303,7449,84,68,143,4602,4423,4431,4459,4058,4336,4373,4481,3846,4332,4066,4445,4280,3913,4731,4209,4254,4225,3963,3553,3247,327,520,937,162,147,94,129,127,107,30,70,1043
8738,HCC1569,breast,Methotrexate,public,6303,7449,84,68,143,4602,4423,4431,4644,4075,4396,4232,4127,4317,4539,3965,4318,4556,4247,4244,4288,4014,4224,4237,4410,4565,4330,4352,4492,4301,4273,3954,4291,4231,4227,30,70,1043
8739,HCC1569,breast,Sorafenib,public,6303,7449,84,68,143,4602,4423,4431,4289,4369,3859,4647,4473,3868,4188,4560,3899,4295,4146,4202,4229,4461,4352,4106,3864,4769,3962,4181,4188,892,1104,4002,144,1200,4316,30,70,1043
8740,HCC1569,breast,Fascaplysin,public,6309,7447,84,77,141,4463,4378,4224,4279,4533,4502,4426,4563,4471,4260,4536,4805,3901,3837,4905,4548,3963,4093,3769,3196,2967,162,201,163,147,151,98,131,122,114,49,127,1573.5
8741,HCC1569,breast,Methotrexate,public,6309,7447,84,77,141,4463,4378,4224,4584,4624,4333,4273,4830,4181,4387,4252,4104,4597,4394,4778,4657,4176,4249,4268,4353,4461,4199,4397,4467,4228,4402,4113,4306,4406,4146,49,127,1573.5
8742,HCC1569,breast,Sorafenib,public,6309,7447,84,77,141,4463,4378,4224,4307,4507,4599,4371,4653,4064,4111,4321,4395,4583,4351,4099,4130,4558,4125,4090,4012,4241,4058,2464,3922,189,167,164,151,131,139,49,127,1573.5
8743,HCC1806,breast,Fascaplysin,public,6333,7450,84,54,75,4583,4190,4497,4375,4561,4332,4676,5895,4071,4201,4219,4314,4238,4115,5617,4260,4479,4124,3250,2744,2450,162,179,143,149,157,109,117,128,109,72,78,934
8744,HCC1806,breast,Methotrexate,public,6333,7450,84,54,75,4583,4190,4497,4688,4395,4529,3998,4902,4512,5050,4307,4156,4462,4423,4945,4513,3966,4234,4124,4739,4769,4500,4054,5021,3864,4364,4286,4360,4028,4017,72,78,934
8745,HCC1806,breast,Sorafenib,public,6333,7450,84,54,75,4583,4190,4497,4171,5778,3997,4140,5454,4819,4889,4938,4088,4476,4090,3961,4599,4580,4478,4196,4145,4726,4162,4126,4621,151,601,3991,120,257,6212,72,78,934
8746,HCC1937,breast,Fascaplysin,public,6346,7452,84,67,94,3856,3947,4253,3715,3936,4109,3773,4129,3897,3872,3867,3832,3833,4040,4407,3498,4031,4231,3355,3362,3010,186,244,188,137,127,94,99,113,97,43,83,1292
8747,HCC1937,breast,Methotrexate,public,6346,7452,84,67,94,3856,3947,4253,3707,3493,4287,4088,4354,3852,3847,3841,4255,3765,4038,4353,3953,3966,4298,3789,3956,4099,3922,3961,4291,4604,4011,3710,3810,3861,4069,43,83,1292
8748,HCC1937,breast,Sorafenib,public,6346,7452,84,67,94,3856,3947,4253,3858,3988,3535,3743,4172,3372,4238,4260,3767,3898,3823,4208,4008,4649,4127,3705,4119,4093,1251,1328,1063,145,136,1551,136,128,138,43,83,1292
8749,HCC1937,breast,Fascaplysin,public,6350,7453,84,84,133,4624,4900,5168,4745,4581,5399,4947,5183,4627,4529,5047,4632,4569,4565,5163,4791,4519,5049,4139,3748,3744,368,688,1020,160,173,126,138,145,120,43,88,1690.5
8750,HCC1937,breast,Methotrexate,public,6350,7453,84,84,133,4624,4900,5168,4676,4474,5623,4849,5099,4511,4830,4951,5086,4886,4615,5089,4986,4812,5379,5131,5016,4817,4480,4795,4937,4528,5052,4706,4490,4452,5196,43,88,1690.5
8751,HCC1937,breast,Sorafenib,public,6350,7453,84,84,133,4624,4900,5168,4492,4775,4422,5042,5113,4569,4916,4917,4529,4658,4899,5286,4584,5190,8074,4977,4514,4996,4873,5483,5463,5052,4807,4842,4672,163,5428,43,88,1690.5
8752,HCC1954,breast,Fascaplysin,public,6373,7456,84,123,191,8876,7996,9397,9484,8308,9698,8561,8889,7611,8867,8169,8124,9105,8735,9246,8187,8989,8185,5929,5776,5906,265,334,455,260,215,118,173,218,123,46,78,2238.5
8753,HCC1954,breast,Methotrexate,public,6373,7456,84,123,191,8876,7996,9397,8800,9276,8886,8728,8415,8490,2339,2444,2426,2571,2458,2552,2729,2541,2598,2640,2930,2735,2569,2694,2570,2463,2567,2736,2567,2839,2602,46,78,2238.5
8754,HCC1954,breast,Sorafenib,public,6373,7456,84,123,191,8876,7996,9397,7990,8464,7559,8980,9003,7497,8079,7786,8296,9086,7865,8091,8785,8472,8189,7821,8593,8109,4569,8464,8347,269,313,7324,142,1609,8873,46,78,2238.5
8755,HCC1954,breast,Fascaplysin,public,6397,7457,84,80,156,6694,6613,6352,6122,6685,5864,6712,6715,6210,6379,6959,5133,6122,5881,6658,6284,6189,6323,4421,4084,3423,174,205,152,176,169,117,142,173,106,42,106,1856.5
8756,HCC1954,breast,Methotrexate,public,6397,7457,84,80,156,6694,6613,6352,6449,6159,6610,5685,5991,5383,3445,3472,3563,3940,3807,4306,3753,4325,4182,4069,3997,5663,4409,4191,3330,3560,3830,4964,3854,4125,3541,42,106,1856.5
8757,HCC1954,breast,Sorafenib,public,6397,7457,84,80,156,6694,6613,6352,6263,5912,5503,6086,6513,5829,6980,6606,6088,6602,7054,7079,6288,6719,7191,6531,6318,5314,5166,3365,4371,195,170,2227,140,148,6306,42,106,1856.5
8758,HCC202,breast,Fascaplysin,public,6414,7458,84,76,144,5486,5015,5188,5792,5207,5710,4997,6127,5216,4743,5155,5656,4796,4340,5977,3829,3890,4469,171,159,137,128,174,150,202,185,132,125,141,117,64,121,3552.5
8759,HCC202,breast,Methotrexate,public,6414,7458,84,76,144,5486,5015,5188,5495,4572,5306,5210,5375,5472,4244,4308,4489,3978,3896,4737,4456,3858,4157,4315,4333,4368,4047,4371,4468,4252,4488,3972,4337,4244,4438,64,121,3552.5
8760,HCC202,breast,Sorafenib,public,6414,7458,84,76,144,5486,5015,5188,5070,5379,5330,5803,6257,5109,5141,5422,5121,5037,5111,5373,5324,5861,5509,5488,4416,5524,5119,4140,3534,4840,1134,5031,1198,587,148,64,121,3552.5
8761,HCC2185,breast,Fascaplysin,public,6455,7464,84,93,137,5542,5397,5540,5295,5625,5490,4930,6095,4849,5370,5654,5444,5628,4832,6156,4776,5173,4712,3376,3665,2455,143,188,145,173,195,139,146,166,140,54,109,3138
8762,HCC2185,breast,Methotrexate,public,6455,7464,84,93,137,5542,5397,5540,5700,5790,5289,5217,5724,5285,5080,5923,4911,4968,5444,6989,5439,5781,5167,4900,5806,5861,5616,6222,6059,5308,5614,5448,5250,5774,4773,54,109,3138
8763,HCC2185,breast,Sorafenib,public,6455,7464,84,93,137,5542,5397,5540,5342,5650,4868,5666,5929,4629,5554,5033,5120,5672,4967,4833,5553,5471,4623,4327,4251,4503,4051,3539,3593,463,209,3588,169,145,177,54,109,3138
8764,HCC2185,breast,Fascaplysin,public,6467,7463,84,71,148,4283,3752,3812,4262,3746,3516,3815,3727,3547,3864,3755,3907,3628,3532,3633,3511,3464,3076,3061,2865,2385,95,131,103,133,135,77,107,121,91,51,109,2353.5
8765,HCC2185,breast,Methotrexate,public,6467,7463,84,71,148,4283,3752,3812,4926,3611,3734,3504,3726,3664,4134,3950,3735,4208,3918,4041,3624,3932,3656,3784,4652,3908,4034,4008,3750,3767,3845,3771,3936,3919,3668,51,109,2353.5
